count,spanish,pos,flags,usage
17158,herir,v,,4344:herir|2068:hirió|1500:hirieron|1222:herirte|1167:hiere|712:herirme|686:herí|598:heriste|534:hieren|525:hiriendo|390:herirla|369:herirlo|267:hieres|263:hiera|215:herirle|206:hieran|165:hería|161:herirse|158:hieras|142:herirnos|138:herimos|133:hiriera|121:heriría|110:hiero|108:hirieran|102:herían|95:herirlos|78:herirá|55:herirás|44:heriré|37:herirán|37:hiriese|28:hiriéndome|28:hiéreme|27:herirles|27:hiriéndolo|21:hiriesen|19:hirieras|19:hiriéndole|18:herirlas|18:heriros|17:hiriéndose|16:hiriéndote|15:hiriéndonos|14:hiriéndola|13:hiramos|13:hiérelo|12:herís|11:herirías|9:heriremos|8:herid|8:herirían|7:heristeis|7:hiriéramos|6:herías|6:hiriéndoles|6:hiéranlo|5:heridme|5:hiéranlos|5:hiérele|4:heriríamos|4:hirieses|4:hiriéndolos|4:hiérame|4:hiérela
17158,previo,adj,,6343:previa|6139:previo|2522:previos|2154:previas
17155,evolución,n,,16771:evolución|384:evoluciones
17148,ánimo,n,,14329:ánimo|2819:ánimos
17134,reflejar,v,,5622:refleja|2499:reflejan|1617:reflejar|1257:reflejado|1116:reflejada|819:reflejaba|534:reflejó|459:refleje|436:reflejando|421:reflejaban|377:reflejados|329:reflejadas|251:reflejarse|246:reflejará|204:reflejen|153:reflejaron|113:reflejara|112:reflejándose|95:reflejarán|87:reflejaría|80:reflejas|51:reflejarlo|45:reflejaran|37:reflejamos|29:reflejarla|26:reflejase|24:reflejarían|14:reflejé|12:reflejarlos|12:reflejarme|11:reflejaré|10:reflejarte|7:reflejasen|7:reflejándolo|5:reflejaremos|5:reflejes|4:reflejarlas|4:reflejábamos|4:refléjalo
17130,templo,n,,14620:templo|2510:templos
17114,propietario,n,,9403:propietario|5595:propietarios|1941:propietaria|175:propietarias
17102,acusación,n,,9388:acusación|7714:acusaciones
17098,camioneta,n,,16116:camioneta|982:camionetas
17096,vela,n,,8851:vela|8245:velas
17093,obstante,adj,,17093:obstante
17079,emperador,n,,13590:emperador|2698:emperatriz|769:emperadores|22:emperatrices
17076,facilitar,v,,5002:facilitar|2753:facilita|1066:facilitó|969:facilitado|969:facilitan|705:facilitará|648:facilitando|537:facilite|495:facilitada|470:facilitados|354:faciliten|320:facilitarle|316:facilitaría|286:facilitaba|254:facilitaron|157:facilitarán|143:facilitadas|136:facilitarles|126:facilitara|108:facilito|105:facilitaban|99:facilitarme|98:facilitarnos|98:facilitarte|79:facilitaré|76:facilitamos|70:facilitas|50:facilitarlo|49:facilitarían|46:facilitarse|41:facilitaremos|37:facilitase|37:facilitaste|37:facilité|36:facilitaran|31:facilitándole|26:facilitándoles|25:facilitárselo|22:facilitarla|21:facilites|19:facilitándose|18:facilitártelo|13:facilitasen|11:facilitemos|10:facilitarlas|10:facilitármelo|9:facilitarás|9:facilitándome|7:facilitarlos|7:facilitaros|7:facilítate|6:facilítale|6:facilítele|5:facilitare|5:facilitándonos|5:facilítenos|4:facilitarías|4:facilitábamos|4:facilitándola|4:facilitáramos|4:facilitársela|4:facilitárselas|4:facilitársele|4:facilíteme
17061,curiosidad,n,,16481:curiosidad|580:curiosidades
17056,caza,n,,15540:caza|1516:cazas
17056,representación,n,,13891:representación|3165:representaciones
17037,complejo,n,,13121:complejo|3916:complejos
17032,intelectual,adj,,10824:intelectual|6208:intelectuales
17018,identificación,n,,15649:identificación|1369:identificaciones
17000,infantil,adj,,13146:infantil|3854:infantiles
16999,petición,n,,13497:petición|3502:peticiones
16996,juventud,n,,16117:juventud|879:juventudes
16993,coincidencia,n,,14647:coincidencia|2346:coincidencias
16981,filme,n,,6959:film|5613:filme|2353:filmes|2056:films
16973,vigilancia,n,,16773:vigilancia|200:vigilancias
16943,López,prop,,16943:lópez
16943,básicamente,adv,,15907:básicamente|1036:basicamente
16938,romano,adj,,6804:romano|5523:romanos|3733:romana|878:romanas
16936,rachel,none,NOUSAGE,16936:rachel
16926,kim,none,NOUSAGE,16926:kim
16917,bloquear,v,,3118:bloqueado|2704:bloquear|1672:bloquea|1586:bloqueando|1434:bloqueada|742:bloqueados|694:bloqueó|662:bloqueadas|591:bloquean|439:bloqueen|422:bloquearon|318:bloquee|211:bloquearlo|175:bloqueé|171:bloqueas|164:bloqueamos|154:bloqueaba|137:bloqueará|99:bloquead|99:bloquéalo|88:bloqueaste|86:bloquearemos|82:bloquearla|78:bloquearé|75:bloqueaban|74:bloquearán|65:bloquearía|63:bloqueara|60:bloquearlos|60:bloquees|56:bloquearme|56:bloquearse|42:bloquearnos|33:bloquéala|30:bloqueándolo|29:bloquearte|27:bloquearan|27:bloquearle|27:bloqueemos|23:bloqueándome|19:bloquearlas|19:bloquéalos|16:bloquéenlo|15:bloquearles|14:bloquealo|14:bloqueándola|14:bloquéale|13:bloquearían|12:bloqueándonos|11:bloquearas|11:bloquearás|11:bloquéame|9:bloquéenlos|8:bloqueabas|8:bloquease|6:bloqueáis|6:bloqueándole|6:bloqueándolos|6:bloqueándote|5:bloqueadlo|5:bloquéela|4:bloqueadle|4:bloqueábamos|4:bloquéelo|4:bloquéenla
16916,desierto,n,,15807:desierto|1109:desiertos
16902,estatal,adj,,12453:estatal|4449:estatales
16890,retroceder,v,,4672:retrocede|3749:retroceder|2835:retrocedan|1284:retroceda|659:retrocediendo|602:retrocedió|359:retrocedido|325:retrocedamos|295:retroceded|260:retroceden|218:retrocedieron|202:retrocedemos|162:retrocedía|159:retrocedí|157:retrocedes|150:retrocedas|124:retrocedo|83:retrocederá|82:retrocederemos|56:retrocediera|54:retrocedían|52:retrocedimos|46:retrocederé|41:retrocediste|35:retrocedería|27:retrocederán|25:retrocedieran|22:retrocederás|21:retrocederlo|21:retrocedieras|20:retrocédelo|14:retrocedáis|13:retrocedíamos|10:retrocederla|9:retrocediese|9:retrocediéramos|8:retrocédalo|7:retrocedéis|7:retrocédela|4:retrocederíamos|4:retrocederían|4:retrocederías|4:retrocédala
16880,médico,adj,DUPLICATE,13812:médica|3068:médicas
16874,torre,n,,16874:torre
16869,publicidad,n,,16670:publicidad|199:publicidades
16861,admirar,v,,4769:admiro|1901:admirar|1621:admirado|1533:admira|1500:admiraba|733:admirando|591:admiran|415:admirada|372:admiramos|349:admiré|347:admiras|254:admiró|243:admirados|239:admiraban|226:admire|201:admiren|145:admirarlo|115:admirarla|103:admirarse|102:admirarte|95:admirábamos|92:admiradas|78:admiraron|61:admirabas|55:admirara|53:admirarlos|50:admirarle|46:admirará|41:admirarme|40:admirarán|40:admires|38:admiremos|35:admirarlas|33:admiraría|27:admirad|27:admiraste|25:admiraran|23:admirándolo|22:admirándote|21:admirándola|20:admiraré|20:admirándose|18:admiraras|15:admirarnos|15:admirándome|11:admirarías|11:admirándolos|10:admiraremos|10:admirase|10:admirándole|9:admirarían|9:admiráis|7:admírate|6:admirarás|6:admírenla|5:admirarles|5:admirasen|5:admíralo|4:admiréis|4:admírame
16854,arrepentirse,v,,3104:arrepiento|1891:arrepentirás|1175:arrepentir|1145:arrepientes|901:arrepentirse|884:arrepiente|826:arrepentirá|713:arrepienta|704:arrepentida|617:arrepentirme|527:arrepintió|501:arrepentirte|470:arrepientas|368:arrepentiré|363:arrepentí|248:arrepintiendo|235:arrepentirán|220:arrepiéntete|176:arrepienten|174:arrepentiría|166:arrepentía|163:arrepentimos|115:arrepentirnos|99:arrepentíos|92:arrepentiste|91:arrepentiréis|88:arrepiéntanse|87:arrepientan|69:arrepentiremos|67:arrepentirías|66:arrepintiéndose|58:arrepintieron|54:arrepintiera|51:arrepintamos|41:arrepintiéndote|39:arrepentidas|39:arrepintiéndome|35:arrepiéntase|25:arrepentís|24:arrepintieras|22:arrepentiros|20:arrepentías|19:arrepintáis|16:arrepentirían|14:arrepentiríamos|12:arrepintiese|11:arrepintieran|9:arrepentían|6:arrepintiéndonos|5:arrepintieses|5:arrepintiéramos|4:arrepintámonos
16851,cazar,v,,7494:cazar|2612:cazando|1173:cazado|798:cazan|414:cazamos|355:cazados|324:cazaba|297:cazarlo|297:cazó|240:cazaban|222:cazarlos|195:cazaré|187:cacé|184:cazaremos|167:cazaron|145:cazarte|140:cace|139:cazarán|117:cazarme|117:cazaste|107:cazarnos|106:cacen|102:cazará|90:cazarla|66:cazarle|66:cazaría|59:cacemos|54:cazábamos|43:cazarlas|41:cazara|37:cazándonos|35:cazabas|35:cazaran|33:cazándote|31:cazándolos|29:cazarás|23:cazándolo|22:cazándome|21:cazale|20:cazáis|19:cazarían|18:cazarse|15:cazare|15:cazarles|15:cázame|14:cazaríamos|13:cazad|10:cazarías|10:cázalo|9:cazaras|9:cácenlos|9:cázalos|8:cazáramos|8:cázala|6:cazase|5:cazala|5:cazalas|5:cazándolas|5:cazándole|4:cazabais|4:cazadlos|4:cazalo|4:cazándola
16849,saco,n,,14177:saco|2672:sacos
16846,gestión,n,,14278:gestión|2568:gestiones
16844,volumen,n,,14056:volumen|2697:volúmenes|91:volúmen
16836,mortal,adj,,11791:mortal|5045:mortales
16832,bestia,n,,12826:bestia|4006:bestias
16821,guía,n,,14553:guía|2268:guías
16821,inferior,adj,,12122:inferior|4699:inferiores
16815,tabla,n,,11751:tabla|5064:tablas
16796,humo,n,,15573:humo|1223:humos
16796,labor,n,,13133:labor|3663:labores
16787,efectuar,v,,3916:efectuar|1890:efectuado|1486:efectuó|1452:efectúa|1156:efectuada|1035:efectuadas|910:efectuará|783:efectuarse|707:efectuados|568:efectúan|544:efectuaron|463:efectuando|335:efectúe|265:efectuaba|241:efectuarán|201:efectúen|152:efectuaban|91:efectuara|85:efectuaría|76:efectuamos|57:efectuarlo|51:efectuándose|37:efectuaran|37:efectuaremos|30:efectuarían|29:efectuase|29:efectué|26:efectuarla|21:efectuarle|21:efectúo|20:efectuarlas|16:efectuemos|15:efectuaré|13:efectuasen|11:efectuarlos|5:efectúela|5:efectúes|4:efectuarás|4:efectuándola
16785,Bravo,prop,,16785:bravo
16763,negativo,adj,,12528:negativo|4235:negativos
16763,suicidar,v,,5059:suicidó|3643:suicidarse|1439:suicidado|1352:suicidarme|861:suicidarte|693:suicidar|535:suicido|396:suicide|336:suicidaría|329:suicidaron|327:suicidara|289:suicidan|225:suicidaré|167:suicidándose|108:suicidará|94:suicides|94:suicidé|86:suicidando|86:suicidarnos|83:suicídate|72:suicidaba|58:suicidaste|48:suicidase|45:suiciden|32:suicidaran|28:suicidarás|28:suicidándome|27:suicidaras|26:suicidaban|26:suicidarías|21:suicidamos|18:suicidándote|16:suicidarían|15:suicidada|14:suicidados|14:suicidarán|13:suicidare|12:suicidaremos|11:suicidaros|10:suicidate|10:suicidemos|5:suicidémonos|4:suicidaríamos|4:suicidáramos|4:suicídese
16752,obedecer,v,,3815:obedecer|3311:obedece|1158:obedecen|662:obedezco|612:obedeció|597:obedecía|596:obedeciendo|583:obedezca|436:obedezcan|401:obedecido|382:obedeces|351:obedeceré|296:obedecerme|281:obedecerá|252:obedecí|242:obedecemos|234:obedecerás|215:obedecían|202:obedecerle|179:obedéceme|159:obedecerán|141:obedecieron|112:obedecerla|110:obedeced|109:obedezcas|106:obedecerte|98:obedecerlo|89:obedeciera|79:obedecería|72:obedeceremos|72:obedecida|54:obedecerlas|52:obedecidas|45:obedezcamos|42:obedeciste|39:obedecieran|37:obedecéis|36:obedecedme|33:obedeceréis|33:obedecerían|32:obedecimos|29:obedézcanme|27:obedeceros|24:obedecerlos|23:obedecerse|22:obedecíamos|21:obedezcáis|19:obedecerles|18:obedecernos|17:obedézcame|16:obedeciese|16:obedecías|16:obedécelo|14:obedécele|13:obedeceme|13:obedecidos|11:obedecieras|10:obedécela|8:obedecerías|8:obedecés|8:obedézcanlo|7:obedeciesen|7:obedeciéndole|7:obedeciéramos|6:obedézcala|5:obedecisteis|4:obedecedle|4:obedecedlo|4:obedeciéndola|4:obedeciéndoles|4:obedeciéndolo|4:obedeciéndome|4:obedeciéndote|4:obedézcale
16729,celda,n,,13469:celda|3260:celdas
16692,derrotar,v,,4454:derrotar|3927:derrotado|1843:derrotó|1314:derrotados|571:derrotarlo|506:derrotaron|369:derrotarlos|325:derrotarme|302:derrotamos|268:derrote|216:derrotando|200:derrotaremos|183:derrotarte|183:derroté|177:derrotaste|156:derrotará|152:derrotaré|150:derrotan|142:derrotarla|138:derrotarle|132:derroto|102:derrotarnos|87:derrotemos|84:derroten|69:derrotarán|60:derrotara|57:derrotaba|57:derrotarás|56:derrotes|51:derrotaría|47:derrotarles|34:derrotaran|22:derrótalo|19:derrotarlas|18:derrotaban|17:derrotaras|16:derrótame|15:derrotare|15:derrotándolos|14:derrotarse|14:derrotarían|12:derrotaríamos|11:derrotarías|9:derrotase|9:derrotasen|9:derrótalos|9:derrótenlos|8:derrotabas|7:derrotaros|7:derrotaréis|7:derrotasteis|7:derrotándolo|5:derrotad|5:derrotábamos|5:derrótala|4:derrotadles|4:derrotalo|4:derrotándole|4:derrotándote|4:derrotémoslos
16690,fácilmente,adv,,16690:fácilmente
16688,alarma,n,,14540:alarma|2148:alarmas
16674,espacial,adj,,12961:espacial|3713:espaciales
16663,agradar,v,,6842:agrada|1912:agradas|1132:agradan|1033:agradaba|798:agradar|797:agrade|749:agradaría|703:agradó|476:agradará|307:agradarle|197:agradarme|181:agradado|158:agradarte|130:agradamos|119:agrades|117:agradaste|113:agradabas|113:agradara|99:agradarles|88:agradaban|88:agradé|80:agraden|64:agradaron|47:agradarás|45:agradaré|40:agradarán|28:agradando|26:agradaras|25:agradarían|24:agradarías|18:agrademos|16:agradarnos|16:agradase|14:agradarlo|12:agradarse|10:agradarla|9:agradaran|8:agradaros|7:agradaremos|7:agradábamos|6:agradáis|5:agradada|4:agrádesele
16658,rico,adj,,16614:ricos|44:richa
16645,continuación,n,,16606:continuación|39:continuaciones
16645,lamentar,v,,2329:lamenta|1962:lamentar|1851:lamentamos|1246:lamentó|1101:lamentas|849:lamentarás|772:lamentaba|652:lamentarlo|548:lamentará|536:lamentarse|484:lamentes|445:lamentan|418:lamentando|365:lamenté|350:lamente|305:lamentado|273:lamentaría|229:lamentaré|211:lamentarte|202:lamentarán|201:lamentándose|152:lamentaron|137:lamentarme|91:lamentaremos|90:lamentaban|87:lamentaras|78:lamentara|69:lamentándote|66:lamentándolo|62:lamentarnos|50:lamentarías|41:lamentaréis|40:lamentándome|38:lamentabas|37:lamenten|29:lamentaste|28:lamentemos|26:lamentándonos|24:lamentaran|24:lamentaríamos|22:lamentada|19:laméntate|15:lamentábamos|15:lamentáis|12:lamentare|11:lamentase|10:lamentareis|10:lamentéis|8:lamentarían|7:lamentaros|6:laméntalo|4:lamentadas|4:lamentados|4:lamentémonos
16643,aviso,n,,14683:aviso|1960:avisos
16643,policial,adj,,11663:policial|4980:policiales
16637,Larry,prop,,16637:larry
16635,ceremonia,n,,14041:ceremonia|2594:ceremonias
16633,significado,n,,14769:significado|1864:significados
16631,basar,v,,6157:basa|1896:basándose|1646:basan|1014:basándome|892:basó|721:basándonos|709:basaba|686:basarse|453:basar|284:basas|238:baso|231:basará|225:basándote|218:basamos|192:basaron|187:basaban|160:basando|120:basara|89:basé|73:basaría|67:basarnos|53:basarán|51:basarme|45:basen|40:basarte|26:basaste|25:basaré|23:basaremos|15:basarás|15:basarían|11:basarlo|10:basaran|9:basándoos|8:basemos|8:basábamos|8:basáis|5:basalo|5:basándolo|4:basaras|4:basarla|4:basarlas|4:basase
16628,ausencia,n,,15536:ausencia|1088:ausencias|4:absencia
16627,chaqueta,n,,15298:chaqueta|1291:chaquetas|32:jaqueta|6:jaquetas
16620,noble,adj,,11825:noble|4795:nobles
16606,pagado,adj,,12541:pagado|1789:pagados|1437:pagada|839:pagadas
16596,Franco,prop,,16596:franco
16592,iniciativa,n,,13198:iniciativa|3394:iniciativas
16591,ave,n,,8934:aves|7657:ave
16587,consumir,v,,2985:consume|2893:consumir|1709:consumido|1708:consumen|1238:consumiendo|841:consumía|701:consuma|616:consumió|494:consumidos|332:consumían|327:consumirse|301:consumimos|268:consumirá|262:consuman|239:consumieron|225:consumes|125:consumí|105:consumirán|104:consumirla|102:consumirlo|97:consumiera|97:consumiéndose|87:consumirlos|87:consumiste|75:consumiría|59:consumas|46:consumirlas|45:consumirme|44:consumamos|42:consumieran|41:consumirte|30:consumías|22:consumiremos|22:consumiré|19:consumirás|19:consumirían|17:consumirnos|17:consumiéndote|15:consumiéndola|15:consumíamos|14:consumiéndome|12:consumiéndolo|9:consumís|8:consumiéndolos|8:consumiéramos|8:consúmalo|8:consúmalos|7:consumiese|6:consumieras|6:consumiéndonos|6:consúmalas|6:consúmete|5:consumid|5:consumirle|4:consumiesen|4:consumáis
16573,reclamar,v,,3942:reclamar|2984:reclama|1661:reclaman|1283:reclamó|1073:reclamando|1000:reclamado|671:reclamaba|373:reclamaron|362:reclame|358:reclamaban|222:reclamada|219:reclamados|213:reclamarlo|212:reclamará|181:reclamamos|159:reclamarle|152:reclamen|135:reclamarla|124:reclamara|117:reclamas|106:reclamé|103:reclamaré|94:reclamarán|86:reclamadas|84:reclamaría|60:reclamarme|53:reclames|46:reclamarlos|43:reclamarte|38:reclamaremos|32:reclamarlas|31:reclamaste|29:reclamaran|27:reclamarse|27:reclamemos|24:reclamase|24:reclamándole|23:reclamarían|21:reclamábamos|19:reclamarles|16:reclamarás|16:reclamándome|13:reclamarnos|11:reclamándolo|10:reclamáis|10:reclamándola|9:reclamabas|9:reclamasen|9:reclamárselo|8:reclamarías|8:reclamándose|8:reclámalo|7:reclámala|7:reclámale|5:reclamándoles|4:reclamalo|4:reclamaras|4:reclamaréis|4:reclamándote
16557,traducción,n,,15658:traducción|899:traducciones
16548,bendecir,v,,8408:bendiga|1490:bendecido|1311:bendice|712:bendecir|626:bendecida|582:bendecidos|486:bendijo|389:bendigo|250:bendíceme|230:bendícenos|204:bendígame|165:bendecirá|152:bendigan|138:bendiciendo|134:bendecidas|126:bendigas|107:bendicen|69:bendecimos|63:bendecía|50:bendijeron|48:bendecirán|47:bendeciré|47:bendices|45:bendecirlo|44:bendecid|44:bendecirme|43:bendijera|40:bendije|36:bendecirnos|34:bendícelos|33:bendecirla|32:bendecirte|30:bendeciría|29:bendecirlos|28:bendícela|24:bendecirás|24:bendigamos|23:bendícelo|19:bendeciremos|17:bendecían|15:bendíganos|14:bendígalo|13:bendiciéndome|13:bendijiste|12:bendecidme|11:bendecidlos|9:bendeciros|9:bendíceles|8:bendecirle|7:bendiciéndonos|6:bendecís|6:bendiciéndolo|6:bendijese|5:bendecirlas|5:bendiciéndola|5:bendígala|5:bendíganme|4:bendecirles|4:bendecíamos|4:bendigáis|4:bendícelas|4:bendígalos
16546,torno,n,,16445:torno|101:tornos
16538,obligación,n,,10122:obligación|6416:obligaciones
16530,temor,n,,13072:temor|3458:temores
16527,desgraciado,adj,,10907:desgraciado|2796:desgraciados|2548:desgraciada|276:desgraciadas
16522,llover,v,,3940:llueve|3933:llover|3142:lloviendo|1263:llueva|1174:llovía|761:llovió|653:llovido|536:lloverá|289:llueven|215:lloviera|143:llovieron|90:llovían|89:llovería|70:lluevan|57:lloverán|39:lloviese|35:llovida|24:llovieran|16:lloverían|11:llovidos|10:lloverle|9:lloverme|7:llovidas|6:llueves|6:lluevo|4:llovernos
16520,pete,n,,16504:pete|16:petes
16504,de,n,DUPLICATE,16504:des
16492,Cristo,prop,,16237:cristo|255:christo
16470,progreso,n,,13596:progreso|2874:progresos
16465,castigo,n,,15022:castigo|1443:castigos
16463,Rodríguez,prop,,16463:rodríguez
16451,continuo,adj,,8781:continua|4807:continuo|1715:continuas|1148:continuos
16449,contentar,v,,14031:contenta|516:contentas|416:contentar|261:contentarse|116:contentan|109:contentó|89:contentaba|88:contentarme|78:contentarnos|72:contentado|71:contentarte|57:contentará|54:contentaría|45:conténtate|44:contentaban|43:contentaré|40:contentamos|40:contentaron|27:contentarla|21:contentarán|21:contentándose|17:contentarían|16:conténtese|15:contentara|15:contentaremos|14:contentarlos|13:contenté|13:contentémonos|12:contentarlo|12:contentaros|10:contenten|9:contentando|9:contentarle|8:contentarías|8:contentes|7:contentarlas|6:contentaos|5:contentase|5:contentemos|4:contentaste|4:contentábamos|4:contentáis|4:contentándonos
16440,ligero,adj,,7009:ligero|6791:ligera|1433:ligeros|1207:ligeras
16439,Chicago,prop,,16439:chicago
